SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;Facharzt-zeitschriften;Current DEAL Cost Contribution (2023);APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
40710;Environmental Processes;Springer;Earth Sciences;https://springer.com/40710;2198-7491;2198-7505;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40712;International Journal of Mechanical and Materials Engineering;Springer;Engineering;https://springer.com/40712;1823-0334;2198-2791;Fully Open Access;;1019,80;n/a;yes;CC BY;;ISSN change;2020;;;2023-01-05
40719;Current Trauma Reports;Springer;Medicine & Public Health;https://springer.com/40719;;2198-6096;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40722;Journal of Ocean Engineering and Marine Energy;Springer;Engineering;https://springer.com/40722;2198-6444;2198-6452;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40725;Current Forestry Reports;Springer;Environment;https://springer.com/40725;;2198-6436;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40726;Current Pollution Reports;Springer;Environment;https://springer.com/40726;;2198-6592;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40729;International Journal of Implant Dentistry;Springer;Dentistry;https://springer.com/40729;;2198-4034;Fully Open Access;;1813,32;n/a;yes;CC BY;;Change of Sponsorship Model;2021;No longer fully sponsored as of May 5th, 2021.;2021-08-17;2023-03-22
40732;The Psychological Record;Springer;Psychology;https://springer.com/40732;0033-2933;2163-3452;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40733;Asthma Research and Practice;BioMed Central;Medicine & Public Health;https://springer.com/40733;;2054-7064;Fully Open Access;;1647,72;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40735;Journal of Bio- and Tribo-Corrosion;Springer;Materials Science;https://springer.com/40735;2198-4220;2198-4239;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40737;Journal of Psychosocial Rehabilitation and Mental Health;Springer;Psychology;https://springer.com/40737;2198-9834;2198-963X;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
40738;Fertility Research and Practice;BioMed Central;Medicine & Public Health;https://springer.com/40738;;2054-7099;Fully Open Access;;1587,68;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40745;Annals of Data Science;Springer;Business and Management;https://springer.com/40745;2198-5804;2198-5812;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40746;Current Treatment Options in Pediatrics;Springer;Medicine & Public Health;https://springer.com/40746;;2198-6088;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40747;complex & intelligent systems;Springer;Engineering;https://springer.com/40747;2199-4536;2198-6053;Fully Open Access;;1299,96;n/a;yes;CC BY;;Change of Sponsorship Model;2021;No longer fully sponsored;2021-11-17;2023-03-22
40748;Maternal Health, Neonatology and Perinatology;BioMed Central;Medicine & Public Health;https://springer.com/40748;;2054-958X;Fully Open Access;;1587,68;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40750;Adaptive Human Behavior and Physiology;Springer;Social Sciences;https://springer.com/40750;;2198-7335;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40751;Digital Experiences in Mathematics Education;Springer;Education;https://springer.com/40751;2199-3246;2199-3254;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40753;International Journal of Research in Undergraduate Mathematics Education;Springer;Education;https://springer.com/40753;2198-9745;2198-9753;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40766;La Rivista del Nuovo Cimento;Springer;Engineering;https://springer.com/40766;0393-697X;1826-9850;Open Choice;;;;;CC BY;standard (Oasis);Take-over, Change of Publishing Model, Change of Hybrid Specific Workflow;2020;"Former publisher: Societ� Italiana di Fisica.; Changes from Subscription to Open Choice";;2022-01-03
40778;Current Stem Cell Reports;Springer;Life Sciences;https://springer.com/40778;;2198-7866;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40780;Journal of Pharmaceutical Health Care and Sciences;BioMed Central;Biomedicine;https://springer.com/40780;;2055-0294;Fully Open Access;;1602,55;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40792;Surgical Case Reports;Springer;Medicine & Public Health;https://springer.com/40792;;2198-7793;Fully Open Access;;1035,00;n/a;yes;CC BY;;;;;;2023-01-05
40793;Environmental Microbiome;BioMed Central;Life Sciences;https://springer.com/40793;;2524-6372;Fully Open Access;;1317,14;n/a;yes;CC BY + CC0;;;;EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40794;Tropical Diseases, Travel Medicine and Vaccines;BioMed Central;Medicine & Public Health;https://springer.com/40794;;2055-0936;Fully Open Access;;1619,69;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40795;BMC Nutrition;BioMed Central;Medicine & Public Health;https://springer.com/40795;;2055-0928;Fully Open Access;;1144,19;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40797;Italian Economic Journal;Springer;Economics;https://springer.com/40797;2199-322X;2199-3238;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40798;Sports Medicine - Open;Springer;Medicine & Public Health;https://springer.com/40798;2199-1170;2198-9761;Fully Open Access;;1658,64;n/a;yes;CC BY;;ISSN change;2020;;;2023-01-05
40799;Experimental Techniques;Springer;Materials Science;https://springer.com/40799;0732-8818;1747-1567;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40802;Netherlands International Law Review;Springer;Law;https://springer.com/40802;0165-070X;1741-6191;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Subscription includes the Netherlands Yearbook of International Law.;;2022-01-03
40803;Hague Journal on the Rule of Law;Springer;Law;https://springer.com/40803;1876-4045;1876-4053;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40804;European Business Organization Law Review;Springer;Law;https://springer.com/40804;1566-7529;1741-6205;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40806;Evolutionary Psychological Science;Springer;Psychology;https://springer.com/40806;;2198-9885;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40807;Sustainable Energy Research;Springer;Energy;https://springer.com/40807;;2731-9237;Fully Open Access;;700,70;n/a;yes;CC BY;;Title Change, ISSN Change;2023;Title change. Prior to Volume 10 (2023) published as Renewables: Wind, Water, and Solar.;;2023-01-05
40808;Modeling Earth Systems and Environment;Springer;Earth Sciences;https://springer.com/40808;2363-6203;2363-6211;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
40812;Journal of Industrial and Business Economics;Springer;Economics;https://springer.com/40812;0391-2078;1972-4977;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
40813;Porcine Health Management;BioMed Central;Medicine & Public Health;https://springer.com/40813;;2055-5660;Fully Open Access;;1345,46;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40814;Pilot and Feasibility Studies;BioMed Central;Medicine & Public Health;https://springer.com/40814;;2055-5784;Fully Open Access;;1482,12;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40815;International Journal of Fuzzy Systems;Springer;Engineering;https://springer.com/40815;1562-2479;2199-3211;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40816;Clinical Phytoscience;Springer;Medicine & Public Health;https://springer.com/40816;;2199-1197;Fully Open Access;;1548,36;n/a;yes;CC BY;;Change of Sponsorship Model, APC Change;2021;No longer fully sponsored, APC updated;2021-01-18;2023-01-05
40817;Journal of Pediatric Neuropsychology;Springer;Psychology;https://springer.com/40817;2199-2681;2199-2673;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
40818;Annals of PDE;Springer;Engineering;https://springer.com/40818;2524-5317;2199-2576;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40819;International Journal of Applied and Computational Mathematics;Springer;Mathematics;https://springer.com/40819;2349-5103;2199-5796;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40821;Eurasian Business Review;Springer;Business and Management;https://springer.com/40821;1309-4297;2147-4281;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
40822;Eurasian Economic Review;Springer;Economics;https://springer.com/40822;1309-422X;2147-429X;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
40823;Current Landscape Ecology Reports;Springer;Life Sciences;https://springer.com/40823;;2364-494X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40824;Biomaterials Research;BioMed Central;Materials Science;https://springer.com/40824;;2055-7124;Fully Open Access;;1533,99;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40825;Emission Control Science and Technology;Springer;Earth Sciences;https://springer.com/40825;2199-3629;2199-3637;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40828;ChemTexts;Springer;Chemistry;https://springer.com/40828;;2199-3793;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40830;Shape Memory and Superelasticity;Springer;Materials Science;https://springer.com/40830;2199-384X;2199-3858;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Hybrid Specific Workflow Details updated to standard (Oasis);;2022-01-03
40831;Journal of Sustainable Metallurgy;Springer;Environment;https://springer.com/40831;2199-3823;2199-3831;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40834;Contraception and Reproductive Medicine;BioMed Central;Medicine & Public Health;https://springer.com/40834;;2055-7426;Fully Open Access;;1392,54;n/a;yes;CC BY + CC0;;;;Final EUR APC 2022 CAP and discount considered corrected;;2023-01-05
40839;Journal of Religious Education;Springer;Education;https://springer.com/40839;1442-018X;2199-4625;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40840;Bulletin of the Malaysian Mathematical Sciences Society;Springer;Mathematics;https://springer.com/40840;0126-6705;2180-4206;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40841;New Zealand Journal of Educational Studies;Springer;Education;https://springer.com/40841;0028-8276;2199-4714;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40842;Clinical Diabetes and Endocrinology;BioMed Central;Medicine & Public Health;https://springer.com/40842;;2055-8260;Fully Open Access;;1564,92;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40843;Science China Materials;Science China Press, co-published with Springer;Materials Science;https://springer.com/40843;2095-8226;2199-4501;Open Choice;;;;;CC BY;non-standard;;;Journal Title updated;;2022-01-03
40844;Evolutionary and Institutional Economics Review;Springer;Economics;https://springer.com/40844;1349-4961;2188-2096;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40846;Journal of Medical and Biological Engineering;Springer;Biomedicine;https://springer.com/40846;1609-0985;2199-4757;Open Choice;;;;;CC BY;standard (Oasis);Change of Main Discipline;2021;Former main discipline: Engineering;;2022-01-03
40847;Journal of Social and Economic Development;Springer;Economics;https://springer.com/40847;0972-5792;2199-6873;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40850;BMC Zoology;BioMed Central;Life Sciences;https://springer.com/40850;;2056-3132;Fully Open Access;;940,18;n/a;yes;CC BY + CC0;;;;EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40851;Zoological Letters;BioMed Central;Life Sciences;https://springer.com/40851;;2056-306X;Fully Open Access;;1349,64;n/a;yes;CC BY + CC0;;;;APC updated;;2023-01-05
40857;Acoustics Australia;Springer;Engineering;https://springer.com/40857;0814-6039;1839-2571;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Hybrid Specific Workflow Details updated to standard (Oasis);;2022-01-03
40858;Tropical Plant Pathology;Springer;Life Sciences;https://springer.com/40858;;1983-2052;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40860;Journal of Reliable Intelligent Environments;Springer;Computer Science;https://springer.com/40860;2199-4668;2199-4676;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40862;Asian-Pacific Journal of Second and Foreign Language Education;Springer;Education;https://springer.com/40862;;2363-5169;Fully Open Access;;851,49;n/a;yes;CC BY;;;;EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40863;S�o Paulo Journal of Mathematical Sciences;Springer;Mathematics;https://springer.com/40863;1982-6907;2316-9028;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40865;Journal of Developmental and Life-Course Criminology;Springer;Criminology and Criminal Justice;https://springer.com/40865;2199-4641;2199-465X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40866;Smart Grids and Sustainable Energy;Springer;Energy;https://springer.com/40866;;2731-8087;Open Choice;;;;;CC BY;standard (Oasis);Title Change, ISSN Change;2023;Title change. Prior to Volume 7 published as Technology and Economics of Smart Grids and Sustainable Energy.;;2023-01-05
40868;Marine Systems & Ocean Technology;Springer;Engineering;https://springer.com/40868;1679-396X;2199-4749;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40870;Journal of Dynamic Behavior of Materials;Springer;Materials Science;https://springer.com/40870;2199-7446;2199-7454;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40878;Comparative Migration Studies;Springer;Social Sciences;https://springer.com/40878;;2214-594X;Fully Open Access;;822,70;n/a;yes;CC BY;;;;APC updated;;2023-01-05
40879;European Journal of Mathematics;Springer;Mathematics;https://springer.com/40879;2199-675X;2199-6768;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40881;Journal of the Economic Science Association;Springer;Economics;https://springer.com/40881;2199-6784;2199-6776;Open Choice;;;;;CC BY;standard (Oasis);ISSN Change;2021;;;2022-01-03
40883;Regenerative Engineering and Translational Medicine;Springer;Materials Science;https://springer.com/40883;2364-4133;2364-4141;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40888;Economia Politica;Springer;Economics;https://springer.com/40888;1120-2890;1973-820X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40889;International Journal of Ethics Education;Springer;Philosophy;https://springer.com/40889;2363-9997;2364-0006;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40890;Transportation in Developing Economies;Springer;Engineering;https://springer.com/40890;2199-9287;2199-9295;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40891;International Journal of Geosynthetics and Ground Engineering;Springer;Engineering;https://springer.com/40891;2199-9260;2199-9279;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40894;Adolescent Research Review;Springer;Psychology;https://springer.com/40894;2363-8346;2363-8354;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40899;Sustainable Water Resources Management;Springer;Earth Sciences;https://springer.com/40899;2363-5037;2363-5045;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
