Status;Revenue Model;Ownership;Society;EUR APC;License Type Offered;General Subject Category
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Computer Science  & Information Technology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
Accepting Submissions;OO/EEO Flipped;O-Proprietary Owned;Wiley;2500;CC-BY to all;Physical Sciences & Engineering
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;SUBS;J-Joint Owned;Blackwell & Institute of European Finance;;CTA;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;Policy Studies Organization;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Policy Studies Organization;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;SUBS;O-Proprietary Owned;Blackwell;;CTA;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Sigma Theta Tau International The Honor Society of Nursing;;CC-BY mandate only;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;Policy Studies Organization;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Wound Healing Society;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY mandate only;Chemistry
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Norwegian Academy of Sciences;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Institute on Religion in an Age of Science;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;American Society of Agronomy;;CC-BY mandate only;Agriculture, Aquaculture & Food Science
P-Current publication;OO;N-Society Owned;The Alzheimer's Association;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;Agricultural and Applied Economics Association;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;N-Society Owned;Agricultural and Applied Economics Association;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;N-Society Owned;Crop Science Society of America;;CC-BY mandate only;Life Sciences
P-Current publication;OO;N-Society Owned;American Society of Agronomy, Crop Science Society of America;;CC-BY mandate only;Agriculture, Aquaculture & Food Science
N-Not yet published;OO;N-Society Owned;American Society of Agronomy;;CC-BY mandate only;Agriculture, Aquaculture & Food Science
N-Not yet published;OO;N-Society Owned;American Society of Agronomy, Crop Science Society of America, Soil Science Society of America;;CC-BY mandate only;Agriculture, Aquaculture & Food Science
P-Current publication;OO;N-Society Owned;British Educational Research Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Federation of American Societies for Experimental Biology;;CC-BY mandate only;Life Sciences
P-Current publication;OO;N-Society Owned;American Anthropological Association;;CC-BY to all;General & Introductory Antropology
P-Current publication;OO;N-Society Owned;International Society for Developmental Neuroscience;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;American Dental Education Association;;CC-BY mandate only;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;American Society of Agronomy, Crop Science Society of America, Soil Science Society of America;;CC-BY mandate only;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;Crop Science Society of America;;CC-BY mandate only;Life Sciences
P-Current publication;OO;N-Society Owned;University College London;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;American Society of Agronomy;;CC-BY mandate only;Social & Behavioral Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley VCH;;CTA;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;Soil Science Society of America;;CC-BY mandate only;Agriculture, Aquaculture & Food Science
P-Current publication;OA;N-Society Owned;American Society of Agronomy , Crop Science of America, Soil Science Society of America;960;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;N-Society Owned;American Society of Agronomy, Crop Science Society of America;960;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;N-Society Owned;American Society of Agronomy, Crop Science Society of America;1520;CC-BY to all;Life Sciences
P-Current publication;OA;N-Society Owned;Crop Science Society of America;1520;CC-BY to all;Life Sciences
P-Current publication;OA;N-Society Owned;American Society of Agronomy, Crop Science Society of America;830;CC-BY to all;Agriculture, Aquaculture & Food Science
N-Not yet published;OA;N-Society Owned;Soil Science Society of America;1520;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;N-Society Owned;Alzheimer's Association;1800;CC-BY mandate only;Medicine
P-Current publication;OA;N-Society Owned;Alzheimer's Association;1800;CC-BY mandate only;Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;2550;CC-BY to all;Medicine
P-Current publication;OA;N-Society Owned;American College of Emergency Physicians;1912;CC-BY mandate only;Medicine
Accepting Submissions;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OA;J-Joint Owned;Wiley and British Society for Haematology;2000;CC-BY only;Medicine
P-Current publication;OA;N-Society Owned;Sun Yat-sen University Cancer Center;2125;CC-BY mandate only;Medicine
P-Current publication;OA;N-Society Owned;BJU International Company;2100;CC-BY to all;Medicine
P-Current publication;OA;N-Society Owned;British Ecological Society;1800;CC-BY only;Life Sciences
P-Current publication;OA;J-Joint Owned;Wiley & NCU, NWU, JSU, ZJU and FAFU;Currently Waived;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;J-Joint Owned;Wiley, Professional Community of Experimental Medicine;Currently Waived;CC-BY only;Medicine
Accepting Submissions;OA;O-Proprietary Owned;Wiley;Currently Waived;CC-BY to all;Chemistry
Accepting Submissions;OA;J-Joint Owned;Wiley-VCH, Chemistry Europe;TBD;TBD;Chemistry
P-Current publication;OO/FREE;N-Society Owned;American Cancer Society;2500;CC-BY mandate only;Medicine
P-Current publication;OO/FREE;O-Proprietary Owned;Blackwell;3250;CC-BY mandate only;Medicine
Accepting Submissions;OA;O-Proprietary Owned;Wiley;1953;CC-BY only;Medicine
Accepting Submissions;OA;O-Proprietary Owned;Wiley;2000;CC-BY to all;Chemistry
Accepting Submissions;OA;N-Society Owned;Society of Plastics Engineers;Currently Waived;CC-BY only;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;British Association of Dermatologists;1909;CC-BY only;Medicine
P-Current publication;OA;N-Society Owned;Shanghai Clintranslmed Ltd;2600;CC-BY only;Medicine
P-Current publication;OA;J-Joint Owned;Wiley & Sichuan International Medical Exchange & Promotion Association;Currently Waived;CC-BY only;Medicine
Accepting Submissions;OA;O-Proprietary Owned;Wiley;Currently Waived;CC-BY mandate only;Physical Sciences & Engineering
Accepting Submissions;OA;O-Proprietary Owned;Wiley;TBD;CC-BY only;Medicine
Accepting Submissions;OA;O-Proprietary Owned;Wiley VCH;2600;CC-BY only;Physical Sciences & Engineering
Accepting Submissions;OA;O-Proprietary Owned;Wiley VCH;2900;CC-BY only;Physical Sciences & Engineering
Accepting Submissions;OA;O-Proprietary Owned;Wiley VCH;2327;CC-BY only;Physical Sciences & Engineering
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology;2900;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;American Psychiatric Association;2250;CC-BY mandate only;Medicine
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;O-Proprietary Owned;Wiley;4163;CC-BY only;General & Introductory Materials Science
P-Current publication;OA;N-Society Owned;International Society for Extracellular Vesicles;2695;CC-BY to all;Cell Biology (Life Sciences)
N-Not yet published;OA;N-Society Owned;Chongqing University of Technology;TBD;CC-BY to all;Computer Science  & Information Technology
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Computer Science  & Information Technology
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Computer Science  & Information Technology
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;Currently Waived;CC-BY to all;Computer Science  & Information Technology
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology;2500;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2500;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Computer Science  & Information Technology
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Computer Science  & Information Technology
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO/EEO Flipped;O-Proprietary Owned;Blackwell;1600;CC-BY to all;Mathematics & Statistics
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2500;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Computer Science  & Information Technology
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology;2900;CC-BY to all;Physical Sciences & Engineering
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Computer Science  & Information Technology
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
N-Not yet published;OO;N-Society Owned;British Veterinary Association;TBD;CC-BY mandate only;Veterinary Medicine
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
N-Not yet published;OO;N-Society Owned;British Veterinary Association;TBD;CC-BY mandate only;Veterinary Medicine
N-Not yet published;OO;N-Society Owned;British Veterinary Association;TBD;CC-BY mandate only;Veterinary Medicine
N-Not yet published;OA;N-Society Owned;British Veterinary Association;TBD;CC-BY only;Veterinary Medicine
N-Not yet published;OA;N-Society Owned;Southwest Jiaotong University;Currently Waived;CC-BY to all;Physical Sciences & Engineering
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology and Zhejiang University Press;Currently Waived;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
N-Not yet published;OA;N-Society Owned;The Institution of Engineering and Technology;1500;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
Accepting Submissions;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;Currently Waived;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology and China Electric Power Research Institute;Currently Waived;CC-BY to all;Physical Sciences & Engineering
