Status;Revenue Model;Ownership;Owned By;EUR APC;License Type Offered;General Subject Category
P-Current publication;HOA;N-Society Owned;Southern Economic Association;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;N-Society Owned;American Geophysical Union;2420;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;OA;N-Society Owned;Society of Plastics Engineers;1800;CC-BY only;Physical Sciences & Engineering
P-Current publication;HOA;J-Joint Owned;Blackwell & Special Care Dentistry Association;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;SUBS;O-Proprietary Owned;Ernst & Sohn;;CTA;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;N-Society Owned;Netherlands Society for Statistics and Operations Research;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;O-Proprietary Owned;Ernst & Sohn;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Strategic Management Society;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Psychology
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
Accepting Submissions;OA;N-Society Owned;American Heart Association and The Society of Vascular and Interventional Neurology;1900;TBD;Medicine
P-Current publication;HOA;N-Society Owned;F�deration Internationale du B�ton;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;1995;CC-BY for all;Physical Sciences & Engineering
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;The Editorial Board of Studia Linguistica;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;J-Joint Owned;Blackwell & Association for the Study of Ethnicity and Nationalism;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Population Council;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;American Association of Suicidology;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;National Association for Special Educational Needs;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Society;;CC-BY for all;Medicine
P-Current publication;OA;J-Joint Owned;Wiley and Sichuan University;Currently Waived;CC-BY for all;Chemistry
P-Current publication;HOA;J-Joint Owned;Wiley & ERP Environment;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;J-Joint Owned;Wiley and American Oil Chemists' Society;2450;CC-BY only;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Swiss Political Science Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Society for the Study of Symbolic Interaction;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;System Dynamics Society;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Royal Entomological Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;J-Joint Owned;Wiley & International Federation for Systems Research;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;International Association for Plant Taxonomy;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Teaching Statistics Trust;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;American Geophysical Union;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;TESOL International Association;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;Teachers of English to Speakers of Other Languages, Inc. (TESOLTeachers of English to Speakers of Other Languages, Inc. (TESOL).;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;Editorial Board;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;The American Academy of Addiction Psychiatry (AAAP);;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;American Association for Anatomy;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Melbourne Institute: Applied Economic & Social Research, The University of Melbourne;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Australasian Agricultural and Resource Economics Society;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;N-Society Owned;Australian Anthropological Society;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;1886;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;The London School of Economics;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Medicine
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Psychology
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Medicine
P-Current publication;OA;N-Society Owned;Ecological Society of America;Covered by 3rd Party;CC-BY only;Life Sciences
P-Current publication;HOA;N-Society Owned;Canadian Society for Chemical Engineering;;CC-BY for all;Chemistry
P-Current publication;HOA;N-Society Owned;Statistical Society of Canada;;CC-BY Only;Mathematics & Statistics
P-Current publication;HOA;N-Society Owned;American Counseling Association (ACA);;CC-BY Only;Psychology
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chemical Society of Japan;;CC-BY for all;Chemistry
P-Current publication;OA;O-Proprietary Owned;Blackwell;1700;CC-BY Only;Medicine
P-Current publication;HOA;J-Joint Owned;Wiley and The Association for the Study of Medical Education;;CC-BY Only;Medicine
P-Current publication;HOA;N-Society Owned;British Educational Research Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;OA;N-Society Owned;International Association of Sedimentologists (IAS);1800;CC-BY only;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;Institute of Developing Economies;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Economic History Society;;CC-BY Only;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;World Council of Churches;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Computer Science  & Information Technology
R-To be sold/Transfrd;HOA;N-Society Owned;EMBO;;CC-BY exceptions;Life Sciences
P-Current publication;HOA;N-Society Owned;Federation of American Societies for Experimental Biology;;CC-BY by mandate only;Life Sciences
P-Current publication;HOA;N-Society Owned;Federation of European Biochemical Societies;;CC-BY Only;Life Sciences
P-Current publication;HOA;N-Society Owned;Eastern Finance Association;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Royal Geographical Society (with the Institute of British Geographers);;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;American Association of Teachers of German;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;Trustees For Roman Catholic Purposes;;CC-BY for all;Humanities
P-Current publication;HOA;J-Joint Owned;Wiley & Howard League;;CC-BY for all;Law & Criminology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY Only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;OA;O-Proprietary Owned;Blackwell;2920;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;American College of Clinical Pharmacology;;CC-BY by mandate only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Creative Education Foundation (CEF);;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Japanese Dermatological Association;;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;1650;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;American Finance Association;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;American Counseling Association (ACA);;CC-BY for all;Psychology
P-Current publication;HOA;J-Joint Owned;Blackwell/JOURNAL OF INDUSTRIAL ECONOMICS ( EDITORIAL BOARD) LIMITED;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;American Anthropological Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Pathological Society;;CC-BY for all;Medicine
P-Current publication;OA;J-Joint Owned;Pathological Society of Great Britain and Ireland & Wiley;2550;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;Physiological Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;National Rural Health Association;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;The Wildlife Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Law & Criminology
P-Current publication;OA;N-Society Owned;Kaohsiung Medical University;Covered by 3rd Party;CC-BY exceptions;Medicine
P-Current publication;HOA;N-Society Owned;The Triological Society;;CC-BY by mandate only;Medicine
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;HOA;J-Joint Owned;Blackwell & The University of Manchester;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;The Millbank Memorial Fund;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;National Federation of Modern Language Teachers Associations, Inc.;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;Modern Law Review Ltd;;CC-BY for all;Law & Criminology
P-Current publication;HOA;N-Society Owned;Hartford Seminary;;CC-BY for all;Humanities
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Royal College of Obstetricians and Gynaecologists;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Humanities
P-Current publication;HOA;J-Joint Owned;Blackwell & Remote Sensing and Photogrammetry Society;;CC-BY by mandate only;Earth, Space & Environmental Sciences
P-Current publication;OA;N-Society Owned;Crop Science Society of America;2180;CC-BY exceptions;Life Sciences
P-Current publication;HOA;J-Joint Owned;Blackwell & Society for Experimental Biology;;CC-BY for all;Life Sciences
P-Current publication;OA;N-Society Owned;American Society of Agronomy, Crop Science Society of America;2140;CC-BY exceptions;Life Sciences
P-Current publication;HOA;N-Society Owned;Political Quarterly Publishing Co;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;The RAND Corporation;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;International Literacy Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Board of Trustees of The Russian Review;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;Scandinavian Journal of Economics Editorial Board;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;University of Memphis;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;N-Society Owned;Econometric Society;Covered by 3rd Party;CC-BY-NC;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Stifielsen Theoria;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;International Society for Apheresis (ISA);;CC-BY by mandate only;Medicine
P-Current publication;OA;J-Joint Owned;Wiley & China Lung Oncology Group;2500;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
