SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;DEAL active from;Facharzt-zeitschrift;APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
42379;China Population and Development Studies;Springer;Social Sciences;https://link.springer.com/journal/42379;2096-448X;2523-8965;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42380;International Journal of Bullying Prevention;Springer;Psychology;https://link.springer.com/journal/42380;2523-3653;2523-3661;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42398;Environmental Sustainability;Springer;Environment;https://link.springer.com/journal/42398;;2523-8922;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42399;SN Comprehensive Clinical Medicine;Springer Nature;Medicine & Public Health;https://link.springer.com/journal/42399;;2523-8973;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42401;Aerospace Systems;Shanghai Jiaotong University Press, co-published with Springer;Engineering;https://link.springer.com/journal/42401;2523-3947;2523-3955;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42405;International Journal of Aeronautical and Space Sciences;The Korean Society for Aeronautical & Space Sciences, co-published with Springer;Engineering;https://link.springer.com/journal/42405;;2093-2480;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42408;Fire Ecology;Springer;Life Sciences;https://link.springer.com/journal/42408;;1933-9747;Fully Open Access;August 2020;n/a;1000;20;CC BY;n/a;;;;;
42409;Measurement Instruments for the Social Sciences;BioMed Central;Social Sciences;https://link.springer.com/journal/42409;;2523-8930;Fully Open Access;August 2020;n/a;990;20;CC BY;n/a;New Start;2019;;;
42413;International Journal of Community Well-Being;Springer;Social Sciences;https://link.springer.com/journal/42413;2524-5295;2524-5309;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42414;The Journal of Prevention of Alzheimer's Disease;Serdi-Editions;Medicine & Public Health;https://link.springer.com/journal/42414;;2426-0266;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
42415;The Journal of Frailty and Aging;Serdi-Editions;Medicine & Public Health;https://link.springer.com/journal/42415;;2273-4309;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
42417;Journal of Vibration Engineering and Technologies;Springer;Engineering;https://link.springer.com/journal/42417;2523-3920;2523-3939;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42421;Journal of Big Data Analytics in Transportation;Springer;Engineering;https://link.springer.com/journal/42421;2523-3556;2523-3564;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42423;Advances in Astronautics Science and Technology;Springer;Physics;https://link.springer.com/journal/42423;2524-5252;2524-5260;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42434;NeuroCommons;BioMed Central;Life Sciences;https://springer.com/42434;;2524-4159;Fully Open Access;August 2020;n/a;1385;20;CC BY;n/a;New Start;2019;;;
42438;Postdigital Science and Education;Springer;Education;https://link.springer.com/journal/42438;2524-485X;2524-4868;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42439;Jus Cogens;Springer;Law;https://link.springer.com/journal/42439;2524-3977;2524-3985;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42448;International Journal on Child Maltreatment: Research, Policy and Practice;Springer;Social Sciences;https://link.springer.com/journal/42448;2524-5236;2524-5244;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42452;SN Applied Sciences;Springer Nature;Engineering;https://link.springer.com/journal/42452;;2523-3971;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42454;Human-Intelligent Systems Integration;Springer;Engineering;https://link.springer.com/journal/42454;2524-4876;2524-4884;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42461;Mining, Metallurgy and Exploration;Springer;Engineering;https://link.springer.com/journal/42461;2524-3462;2524-3470;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42464;Journal of Rubber Research;Springer;Materials Science;https://link.springer.com/journal/42464;1511-1768;2524-3993;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42467;AI Perspectives;Springer;Engineering;https://link.springer.com/journal/42467;;2523-398X;Fully Open Access;August 2020;n/a;1155;20;CC BY;n/a;;;;;
42480;BMC Chemical Engineering;BioMed Central;Chemistry;https://link.springer.com/journal/42480;;2524-4175;Fully Open Access;August 2020;n/a;1200;20;CC BY + CC0;n/a;New Start;2019;;;
42484;Quantum Machine Intelligence;Springer;Engineering;https://link.springer.com/journal/42484;2524-4906;2524-4914;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42485;Journal of Proteins and Proteomics;Springer;Biomedicine;https://link.springer.com/journal/42485;;2524-4663;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42486;CCF Transactions on Pervasive Computing and Interaction;Springer;Computer Science;https://link.springer.com/journal/42486;2524-521X;2524-5228;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42488;Journal of Data, Information and Management;Springer;Engineering;https://link.springer.com/journal/42488;2524-6356;2524-6364;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42489;KN - Journal of Cartography and Geographic Information;Springer;Geography;https://link.springer.com/journal/42489;2524-4957;2524-4965;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42490;BMC Biomedical Engineering;BioMed Central;Engineering;https://link.springer.com/journal/42490;;2524-4426;Fully Open Access;August 2020;n/a;1200;20;CC BY + CC0;n/a;New Start;2019;;;
42491;Signals;BioMed Central;Biomedicine;https://springer.com/42491;;2524-4450;Fully Open Access;August 2020;n/a;1745;20;CC BY;n/a;;;;;
42493;Multiscale Science and Engineering;Springer;Engineering;https://link.springer.com/journal/42493;2524-4515;2524-4523;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42495;International Journal of Economic Policy Studies;Springer;Economics;https://link.springer.com/journal/42495;2524-4892;1881-4387;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42496;Aerotecnica Missili & Spazio;Springer;Engineering;https://link.springer.com/journal/42496;0365-7442;2524-6968;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42500;BMC Energy;BioMed Central;Energy;https://link.springer.com/journal/42500;;2524-4469;Fully Open Access;August 2020;n/a;1200;20;CC BY + CC0;n/a;New Start;2019;;;
42514;CCF Transactions on High Performance Computing;Springer;Computer Science;https://link.springer.com/journal/42514;2524-4922;2524-4930;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42519;Journal of Statistical Theory and Practice;Springer;Statistics;https://link.springer.com/journal/42519;1559-8608;1559-8616;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42520;Neue Politische Literatur;Springer VS;History;https://link.springer.com/journal/42520;0028-3320;2197-6082;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42521;Digital Finance;Springer;Finance;https://link.springer.com/journal/42521;;2524-6186;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42522;One Health Outlook;BioMed Central;Medicine & Public Health;https://link.springer.com/journal/42522;;2524-4655;Fully Open Access;August 2020;n/a;1290;20;CC BY;n/a;New Start;2019;;;
42523;Animal Microbiome;BioMed Central;Life Sciences;https://link.springer.com/journal/42523;;2524-4671;Fully Open Access;August 2020;n/a;1485;20;CC BY;n/a;;;;;
42524;Frontiers of Engineering Management;Higher Education Press, co-published with Springer;Engineering;https://link.springer.com/journal/42524;2095-7513;2096-0255;Open Choice;January 2020;n/a;;n/a;CC BY;no;Take-over;2019;;;
42532;Socio-Ecological Practice Research;Springer;Geography;https://link.springer.com/journal/42532;2524-5279;2524-5287;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42533;China International Strategy Review;Springer;Political Science and International Relations;https://link.springer.com/journal/42533;2524-5627;2524-5635;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42535;Vegetos;Springer;Life Sciences;https://link.springer.com/journal/42535;;2229-4473;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42543;Peking Mathematical Journal;Springer;Mathematics;https://link.springer.com/journal/42543;2096-6075;2524-7182;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42558;Mechanics Of Soft Materials;Springer;Engineering;https://link.springer.com/journal/42558;2524-5600;2524-5619;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42597;Zeitschrift f�r Friedens- und Konfliktforschung;Springer VS;Political Science and International Relations;https://link.springer.com/journal/42597;2192-1741;2524-6976;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42600;Research on Biomedical Engineering;Springer;Engineering;https://link.springer.com/journal/42600;;2446-4740;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42650;Canadian Studies in Population;Springer;Social Sciences;https://link.springer.com/journal/42650;0380-1489;1927-629X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42690;International Journal of Tropical Insect Science;Springer;Life Sciences;https://link.springer.com/journal/42690;;1742-7592;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42729;Journal of Soil Science and Plant Nutrition;Springer;Life Sciences;https://link.springer.com/journal/42729;0718-9508;0718-9516;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42730;BMC Mechanical Engineering;BioMed Central;Engineering;https://springer.com/42730;;2524-4949;Fully Open Access;August 2020;n/a;1200;20;CC BY + CC0;n/a;New Start;2019;;;
42738;Journal of Transatlantic Studies;Palgrave Macmillan;Political Science and International Relations;https://link.springer.com/journal/42738;1479-4012;1754-1018;Open Choice;January 2020;n/a;;n/a;CC BY;no;Take-over;2019;;;
42755;Membranes and Membrane Technologies;Pleiades Publishing;Chemistry;https://link.springer.com/journal/42755;2517-7516;2517-7524;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;New Start;2019;;;
42757;Experimental and Computational Multiphase Flow;Tsinghua University Press, co-published with Springer;Engineering;https://link.springer.com/journal/42757;2661-8869;2661-8877;Open Choice;January 2020;n/a;;n/a;CC BY;no;New Start;2019;;;
42761;Affective Science;Springer;Psychology;https://link.springer.com/journal/42761;2662-2041;2662-205X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New start;2020;;;
42764;Genome Instability & Disease;Springer;Biomedicine;https://link.springer.com/journal/42764;;2524-7662;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2020;;;
42765;Advanced Fiber Materials;Springer;Materials Science;https://link.springer.com/journal/42765;2524-7921;2524-793X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;Hybrid Specific Workflow updated;;2019-11-19
42767;Europ�ische Sprachen im Kontrast | European Languages in Contrast;J.B. Metzler;Linguistics;https://springer.com/42767;2524-7670;2524-7689;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42768;Waste Disposal & Sustainable Energy;Springer;Environment;https://link.springer.com/journal/42768;2524-7980;2524-7891;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42770;Brazilian Journal of Microbiology;Springer;Life Sciences;https://link.springer.com/journal/42770;;1678-4405;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42773;Biochar;Springer;Environment;https://link.springer.com/journal/42773;2524-7972;2524-7867;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42786;Journal of Banking and Financial Technology;Springer;Computer Science;https://link.springer.com/journal/42786;2524-7956;2524-7964;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42791;JMST Advances;Korean Society of Mechanical Engineers, co-published with Springer;Engineering;https://link.springer.com/journal/42791;2524-7905;2524-7913;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42796;npj Sustainable Oceans;Nature Research;Earth Sciences;https://springer.com/42796;;2524-759X;Fully Open Access;August 2020;n/a;;0;CC BY;n/a;New Start;2020;;;
42797;Safety in Extreme Environments;Springer;Earth Sciences;https://link.springer.com/journal/42797;2524-8170;2524-8189;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42803;International Journal of Digital Humanities;Springer;Statistics;https://link.springer.com/journal/42803;;2524-7840;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42804;Journal of Pediatric Endoscopic Surgery;Springer;Medicine & Public Health;https://link.springer.com/journal/42804;2524-7875;2524-7883;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42822;Behavior and Social Issues;Springer;Psychology;https://link.springer.com/journal/42822;1064-9506;2376-6786;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42823;Carbon Letters;Springer;Materials Science;https://link.springer.com/journal/42823;1976-4251;2233-4998;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42824;Materials Circular Economy;Springer;Materials Science;https://springer.com/42824;2524-8146;2524-8154;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42832;Soil Ecology Letters;Higher Education Press, co-published with Springer;Environment;https://link.springer.com/journal/42832;2662-2289;2662-2297;Open Choice;January 2020;n/a;;n/a;CC BY;no;New Start;2019;;;
42833;BMC Materials;BioMed Central;Materials Science;https://link.springer.com/journal/42833;;2524-8138;Fully Open Access;August 2020;n/a;1200;20;CC BY + CC0;n/a;New Start;2019;;;
42835;Journal of Electrical Engineering and Technology;The Korean Institute of Electrical Engineers, co-publishing with Springer;Engineering;https://link.springer.com/journal/42835;1975-0102;2093-7423;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42843;Journal of Health Service Psychology;Springer;Medicine & Public Health;https://link.springer.com/journal/42843;;2662-2653;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;Take-over;2020;Former publisher: National Register of Health Service Psychologists.;;
42844;Adversity and Resilience Science;Springer;Psychology;https://springer.com/42844;2662-2424;2662-2416;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2020;;;
42853;Journal of Biosystems Engineering;Springer;Engineering;https://link.springer.com/journal/42853;1738-1266;2234-1862;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42854;Urban Transformations;BioMed Central;Environment;https://link.springer.com/journal/42854;;2524-8162;Fully Open Access;August 2020;n/a;800;20;CC BY;n/a;New Start;2019;;;
42860;Clays and Clay Minerals;Springer;Earth Sciences;https://link.springer.com/journal/42860;0009-8604;1552-8367;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42862;Innovation and Education;BioMed Central;Education;https://link.springer.com/journal/42862;;2524-8502;Fully Open Access;August 2020;n/a;1000;20;CC BY;n/a;New Start;2019;;;
42864;Tungsten;Springer;Materials Science;https://link.springer.com/journal/42864;2661-8028;2661-8036;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42865;Bulletin of Atmospheric Science and Technology;Springer;Earth Sciences;https://springer.com/42865;2662-1495;2662-1509;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2020;;;
42943;International Journal of Global Business and Competitiveness;Springer;Business and Management;https://link.springer.com/journal/42943;;0976-1888;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42947;International Journal of Pavement Research and Technology;Springer;Engineering;https://link.springer.com/journal/42947;1996-6814;1997-1400;Open Choice;January 2020;n/a;;n/a;CC BY;no;Take-over;2019;;;
42949;npj Urban Sustainability;Nature Research;Environment;https://springer.com/42949;;2661-8001;Fully Open Access;August 2020;n/a;1620;0;CC BY;n/a;New Start;2019;;;
42952;Journal of the Korean Statistical Society;Springer;Statistics;https://link.springer.com/journal/42952;1226-3192;2005-2863;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2020;Former publisher: Elsevier.;;
42965;Tropical Ecology;Springer;Life Sciences;https://link.springer.com/journal/42965;0564-3295;2661-8982;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2019;;;
42967;Communications on Applied Mathematics and Computation;Springer;Mathematics;https://link.springer.com/journal/42967;2096-6385;2661-8893;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42972;Journal of Policy Practice and Research;Springer;Social Sciences;https://link.springer.com/journal/42972;;2662-1517;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New start;2020;;;
42973;The Japanese Economic Review;Springer;Economics;https://link.springer.com/journal/42973;1352-4739;1468-5876;Open Choice;January 2020;n/a;;n/a;CC BY;yes;Take-over;2020;Former publisher: John Wiley & Sons, Inc..;;
42974;Community Ecology;Akad�miai Kiad�, co-published with Springer;Life Sciences;https://link.springer.com/journal/42974;1585-8553;1588-2756;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;Take-over;2020;Former publisher: Akad�miai Kiad� Zrt..;;
